week_start,number,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum
2018-02-18,28,30.12857142857143,23.04285714285714,11.7,15.514285714285714,20.05
2018-02-25,38,30.52857142857143,23.542857142857144,20.0,17.9,20.27285714285714
2018-03-04,51,30.271428571428572,23.985714285714288,26.1,13.12857142857143,19.285714285714285
2018-03-11,37,30.042857142857144,23.97142857142857,44.300000000000004,16.97142857142857,19.291428571428572
2018-03-18,37,30.62857142857143,24.114285714285717,26.5,14.785714285714286,20.534285714285716
2018-03-25,36,30.714285714285715,24.4,19.8,13.37142857142857,20.104285714285712
2018-04-01,24,29.385714285714283,23.914285714285715,95.6,11.285714285714286,17.94857142857143
2018-04-08,38,30.24285714285714,23.985714285714288,22.1,12.142857142857142,21.259999999999998
2018-04-15,38,29.74285714285714,24.642857142857142,72.7,13.642857142857142,19.114285714285717
2018-04-22,56,29.67142857142857,24.02857142857143,77.8,9.971428571428572,17.19857142857143
2018-04-29,55,29.771428571428572,25.014285714285712,94.7,10.528571428571428,16.955714285714286
2018-05-06,74,29.642857142857142,24.97142857142857,57.3,10.414285714285715,18.30857142857143
2018-05-13,62,29.87142857142857,25.357142857142858,25.5,12.771428571428572,18.714285714285715
2018-05-20,63,29.3,24.62857142857143,110.0,10.485714285714286,15.654285714285715
2018-05-27,64,29.342857142857145,24.714285714285715,93.2,9.728571428571428,15.91
2018-06-03,52,29.357142857142858,25.12857142857143,37.5,11.285714285714286,13.765714285714285
2018-06-10,75,29.97142857142857,26.185714285714287,18.9,14.528571428571428,18.541428571428572
2018-06-17,55,29.357142857142858,25.82857142857143,37.8,15.700000000000001,16.024285714285714
2018-06-24,59,28.957142857142856,24.97142857142857,59.800000000000004,13.6,15.290000000000001
2018-07-01,75,27.97142857142857,24.228571428571428,62.0,13.014285714285714,13.654285714285715
2018-07-08,56,28.928571428571427,24.928571428571427,23.499999999999996,15.87142857142857,16.58142857142857
2018-07-15,44,28.728571428571428,25.7,15.5,16.928571428571427,16.285714285714285
2018-07-22,41,29.47142857142857,25.97142857142857,30.0,18.485714285714288,18.740000000000002
2018-07-29,56,29.571428571428573,25.785714285714285,26.2,15.457142857142857,19.599999999999998
2018-08-05,50,28.571428571428573,25.085714285714285,61.1,14.557142857142859,16.18285714285714
2018-08-12,59,28.957142857142856,25.385714285714283,27.5,17.757142857142856,17.36857142857143
2018-08-19,42,29.942857142857143,26.071428571428573,14.0,18.814285714285717,19.822857142857142
2018-08-26,66,29.485714285714288,25.5,38.6,14.885714285714286,19.23
2018-09-02,75,29.185714285714287,25.02857142857143,48.0,13.242857142857144,19.26142857142857
2018-09-09,75,28.12857142857143,24.442857142857143,42.9,14.642857142857142,15.767142857142858
2018-09-16,49,29.02857142857143,24.442857142857143,25.3,16.17142857142857,18.53
2018-09-23,63,29.32857142857143,24.814285714285713,41.2,11.485714285714286,17.822857142857142
2018-09-30,40,30.514285714285712,24.74285714285714,8.0,13.228571428571428,22.245714285714286
2018-10-07,51,30.014285714285712,24.914285714285715,52.8,14.057142857142859,18.601428571428574
2018-10-14,51,28.3,23.7,140.7,10.700000000000001,12.372857142857143
2018-10-21,60,29.0,24.014285714285712,69.6,12.085714285714285,17.49857142857143
2018-10-28,78,29.571428571428573,23.985714285714288,101.9,9.414285714285715,17.262857142857143
2018-11-04,74,28.771428571428572,24.2,116.2,11.357142857142858,12.517142857142858
2018-11-11,71,29.442857142857143,24.17142857142857,116.4,9.857142857142858,15.370000000000001
2018-11-18,78,28.52857142857143,24.25714285714286,101.1,10.200000000000001,13.118571428571428
2018-11-25,97,28.557142857142857,24.057142857142857,93.8,12.014285714285714,14.731428571428571
2018-12-02,109,28.585714285714285,24.114285714285717,90.6,13.157142857142857,14.404285714285715
2018-12-09,113,28.900000000000002,23.785714285714285,128.2,10.428571428571429,14.65
2018-12-16,107,28.52857142857143,23.942857142857143,171.4,10.6,12.14
2018-12-23,127,29.82857142857143,24.357142857142858,52.1,13.5,17.04285714285714
2018-12-30,160,29.428571428571427,24.0,25.7,15.314285714285715,16.974285714285713
